campaniaCodigo,clienteNumeroDocumento,monto,tasa,fechaOferta,estado
CAMP-2025-11-PRESTAMO_PERSONAL,CE100048,27823.36,12.39,2025-11-12,ACEPTADA
CAMP-2025-11-PRESTAMO_PERSONAL,10101020,36387.29,18.45,2025-11-10,ACEPTADA
CAMP-2025-11-PRESTAMO_PERSONAL,2010000022,40919.64,18.21,2025-11-29,ACTIVA
CAMP-2025-11-PRESTAMO_PERSONAL,10101046,28329.98,14.37,2025-11-28,ACEPTADA
CAMP-2025-11-PRESTAMO_PERSONAL,CE100031,30886.13,13.44,2025-11-25,ACEPTADA
CAMP-2025-11-PRESTAMO_PERSONAL,10101025,49746.51,17.80,2025-11-01,ACEPTADA
CAMP-2025-11-PRESTAMO_PERSONAL,10101043,41847.25,18.16,2025-11-09,ACTIVA
CAMP-2025-11-PRESTAMO_PERSONAL,10101026,32979.69,18.35,2025-11-16,ACEPTADA
CAMP-2025-11-PRESTAMO_PERSONAL,10101038,49651.47,12.86,2025-11-06,ACTIVA
CAMP-2025-11-PRESTAMO_PERSONAL,10101035,13541.94,14.95,2025-11-04,ACEPTADA
CAMP-2025-11-PRESTAMO_PERSONAL,10101012,39543.13,17.72,2025-11-29,ACTIVA
CAMP-2025-11-PRESTAMO_PERSONAL,10101011,26668.86,10.50,2025-11-13,ACEPTADA
CAMP-2025-11-PRESTAMO_PERSONAL,10101030,49847.52,13.32,2025-11-29,ACTIVA
CAMP-2025-11-PRESTAMO_PERSONAL,10101054,27587.99,13.86,2025-11-09,ACEPTADA
CAMP-2025-11-PRESTAMO_PERSONAL,10101027,26954.24,11.60,2025-11-06,ACEPTADA
CAMP-2025-11-PRESTAMO_PERSONAL,2010000038,24079.14,14.47,2025-11-30,ACEPTADA
CAMP-2025-11-PRESTAMO_PERSONAL,2010000018,44117.19,16.33,2025-11-05,ACEPTADA
CAMP-2025-11-PRESTAMO_PERSONAL,10101021,45720.95,13.52,2025-11-23,ACTIVA
CAMP-2025-11-PRESTAMO_PERSONAL,10101036,45257.16,17.87,2025-11-24,ACEPTADA
CAMP-2025-11-PRESTAMO_PERSONAL,2010000023,23296.70,19.86,2025-11-14,ACTIVA
CAMP-2025-11-PRESTAMO_PERSONAL,CE100039,23651.89,14.27,2025-11-26,ACTIVA
CAMP-2025-11-PRESTAMO_PERSONAL,10101017,12781.54,10.26,2025-11-07,ACEPTADA
CAMP-2025-11-PRESTAMO_PERSONAL,10101014,27765.81,14.67,2025-11-09,ACTIVA
CAMP-2025-11-PRESTAMO_PERSONAL,10101024,27268.69,13.65,2025-11-04,ACTIVA
CAMP-2025-11-PRESTAMO_PERSONAL,10101053,47830.36,15.14,2025-11-10,ACEPTADA
CAMP-2025-11-PRESTAMO_PERSONAL,2010000012,46216.75,15.09,2025-11-07,ACTIVA
CAMP-2025-11-PRESTAMO_PERSONAL,10101059,39917.27,15.72,2025-11-14,ACTIVA
CAMP-2025-11-PRESTAMO_PERSONAL,10101037,30289.30,13.39,2025-11-06,ACEPTADA
CAMP-2025-11-PRESTAMO_PERSONAL,10101010,37424.37,19.21,2025-11-14,ACTIVA
CAMP-2025-11-PRESTAMO_PERSONAL,10101052,43547.30,17.27,2025-11-15,ACTIVA
CAMP-2025-11-PRESTAMO_PERSONAL,2010000005,34718.53,10.79,2025-11-19,ACTIVA
CAMP-2025-11-PRESTAMO_PERSONAL,10101034,43220.61,18.11,2025-11-01,ACTIVA
CAMP-2025-11-PRESTAMO_PERSONAL,2010000029,34258.29,17.88,2025-11-29,ACEPTADA
CAMP-2025-11-PRESTAMO_PERSONAL,2010000037,14506.58,19.75,2025-11-18,ACEPTADA
CAMP-2025-11-PRESTAMO_PERSONAL,2010000040,37866.13,12.64,2025-11-29,ACEPTADA
CAMP-2025-11-PRESTAMO_PERSONAL,10101019,48097.12,18.40,2025-11-08,ACTIVA
CAMP-2025-11-COMPRA_DEUDA_PP,10101035,19397.24,12.36,2025-11-05,ACTIVA
CAMP-2025-11-COMPRA_DEUDA_PP,2010000047,15938.14,9.94,2025-11-25,ACTIVA
CAMP-2025-11-COMPRA_DEUDA_PP,10101045,75104.42,14.13,2025-11-13,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,10101014,77470.96,10.35,2025-11-23,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,CE100034,69854.90,10.51,2025-11-23,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,2010000037,77051.31,8.62,2025-11-18,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,10101059,67087.49,14.58,2025-11-12,ACTIVA
CAMP-2025-11-COMPRA_DEUDA_PP,10101018,53683.13,8.14,2025-11-06,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,10101040,44340.63,13.11,2025-11-09,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,10101036,49604.71,10.24,2025-11-18,ACTIVA
CAMP-2025-11-COMPRA_DEUDA_PP,10101026,54369.85,11.39,2025-11-15,ACTIVA
CAMP-2025-11-COMPRA_DEUDA_PP,2010000018,73678.90,13.16,2025-11-29,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,10101034,60489.89,12.40,2025-11-05,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,10101023,55009.45,10.61,2025-11-01,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,10101056,59589.00,11.97,2025-11-28,ACTIVA
CAMP-2025-11-COMPRA_DEUDA_PP,2010000038,27199.06,12.79,2025-11-24,ACTIVA
CAMP-2025-11-COMPRA_DEUDA_PP,10101054,64722.46,12.69,2025-11-18,ACTIVA
CAMP-2025-11-COMPRA_DEUDA_PP,2010000029,54511.86,10.24,2025-11-16,ACTIVA
CAMP-2025-11-COMPRA_DEUDA_PP,2010000022,25633.30,10.52,2025-11-28,ACTIVA
CAMP-2025-11-COMPRA_DEUDA_PP,CE100048,62572.29,14.72,2025-11-21,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,10101030,28689.20,12.28,2025-11-28,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,10101053,49820.73,8.39,2025-11-10,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,10101010,58349.61,13.96,2025-11-03,ACTIVA
CAMP-2025-11-COMPRA_DEUDA_PP,10101016,21966.74,8.35,2025-11-09,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,CE100003,15968.20,10.54,2025-11-21,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,10101027,41184.74,12.16,2025-11-22,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,10101038,24866.11,8.54,2025-11-01,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,2010000023,45097.17,14.73,2025-11-21,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,10101052,32914.14,11.13,2025-11-18,ACTIVA
CAMP-2025-11-COMPRA_DEUDA_PP,CE100039,54539.47,10.18,2025-11-24,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,10101055,40453.03,9.63,2025-11-12,ACTIVA
CAMP-2025-11-COMPRA_DEUDA_PP,10101011,17665.87,12.85,2025-11-15,ACTIVA
CAMP-2025-11-COMPRA_DEUDA_PP,CE100031,77171.54,12.90,2025-11-13,ACTIVA
CAMP-2025-11-COMPRA_DEUDA_PP,10101043,47274.02,12.68,2025-11-17,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,2010000040,33482.69,13.98,2025-11-24,ACTIVA
CAMP-2025-11-COMPRA_DEUDA_PP,10101012,17162.50,13.29,2025-11-26,ACTIVA
CAMP-2025-11-COMPRA_DEUDA_PP,2010000005,47124.19,8.12,2025-11-22,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,2010000012,37187.25,12.56,2025-11-14,ACTIVA
CAMP-2025-11-COMPRA_DEUDA_PP,10101046,33934.12,10.96,2025-11-07,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,10101025,74705.09,10.09,2025-11-05,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,10101029,39987.60,14.14,2025-11-21,ACEPTADA
CAMP-2025-11-COMPRA_DEUDA_PP,10101031,78351.27,9.25,2025-11-02,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,10101018,4607.20,7.62,2025-11-28,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,10101010,7713.32,6.42,2025-11-01,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,2010000040,5714.75,9.02,2025-11-16,ACTIVA
CAMP-2025-11-ADELANTO_SUELDO,10101027,4968.78,10.44,2025-11-21,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,10101034,6020.32,11.54,2025-11-26,ACTIVA
CAMP-2025-11-ADELANTO_SUELDO,10101025,5732.06,7.62,2025-11-11,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,10101045,5174.78,11.21,2025-11-20,ACTIVA
CAMP-2025-11-ADELANTO_SUELDO,10101037,7227.60,8.40,2025-11-16,ACTIVA
CAMP-2025-11-ADELANTO_SUELDO,10101054,1945.02,10.83,2025-11-27,ACTIVA
CAMP-2025-11-ADELANTO_SUELDO,CE100048,4100.69,5.82,2025-11-15,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,10101026,2583.93,5.51,2025-11-07,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,10101029,7059.12,5.91,2025-11-08,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,10101056,6529.89,11.95,2025-11-28,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,10101038,1234.23,11.85,2025-11-15,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,10101024,4069.49,8.53,2025-11-05,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,10101023,6101.82,8.08,2025-11-17,ACTIVA
CAMP-2025-11-ADELANTO_SUELDO,10101035,7574.41,5.41,2025-11-02,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,CE100039,1645.13,9.26,2025-11-23,ACTIVA
CAMP-2025-11-ADELANTO_SUELDO,2010000022,1275.52,5.61,2025-11-19,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,2010000005,5600.84,10.78,2025-11-03,ACTIVA
CAMP-2025-11-ADELANTO_SUELDO,10101031,5341.19,5.28,2025-11-10,ACTIVA
CAMP-2025-11-ADELANTO_SUELDO,10101017,6700.99,5.96,2025-11-28,ACTIVA
CAMP-2025-11-ADELANTO_SUELDO,10101052,1856.93,10.08,2025-11-15,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,2010000038,3302.76,6.50,2025-11-20,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,10101021,5168.46,11.73,2025-11-03,ACTIVA
CAMP-2025-11-ADELANTO_SUELDO,10101036,6082.36,11.85,2025-11-10,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,10101059,4918.86,10.18,2025-11-07,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,10101055,3885.47,10.46,2025-11-09,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,10101016,6822.95,11.99,2025-11-09,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,10101053,1481.39,11.02,2025-11-10,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,2010000037,7080.42,10.01,2025-11-14,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,10101042,1926.00,7.42,2025-11-20,ACTIVA
CAMP-2025-11-ADELANTO_SUELDO,2010000023,5246.43,5.28,2025-11-05,ACTIVA
CAMP-2025-11-ADELANTO_SUELDO,10101019,1171.85,9.87,2025-11-07,ACTIVA
CAMP-2025-11-ADELANTO_SUELDO,2010000012,1277.98,8.04,2025-11-19,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,2010000029,1964.84,7.42,2025-11-15,ACTIVA
CAMP-2025-11-ADELANTO_SUELDO,10101011,3690.56,9.62,2025-11-19,ACTIVA
CAMP-2025-11-ADELANTO_SUELDO,10101051,5401.65,7.28,2025-11-20,ACTIVA
CAMP-2025-11-ADELANTO_SUELDO,CE100031,6975.77,7.95,2025-11-22,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,10101014,1798.68,5.74,2025-11-07,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,CE100003,7878.64,6.73,2025-11-30,ACEPTADA
CAMP-2025-11-ADELANTO_SUELDO,2010000047,6001.35,8.35,2025-11-03,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,CE100031,26863.95,6.68,2025-11-21,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,10101012,71277.02,5.31,2025-11-12,ACEPTADA
CAMP-2025-11-DEPOSITO_PLAZO,2010000047,59749.26,4.88,2025-11-10,ACEPTADA
CAMP-2025-11-DEPOSITO_PLAZO,10101056,88868.47,3.41,2025-11-02,ACEPTADA
CAMP-2025-11-DEPOSITO_PLAZO,10101016,72691.54,6.21,2025-11-30,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,10101059,79377.76,4.59,2025-11-17,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,10101023,19765.42,5.39,2025-11-07,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,10101038,45665.90,6.99,2025-11-10,ACEPTADA
CAMP-2025-11-DEPOSITO_PLAZO,10101029,91822.75,4.80,2025-11-08,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,10101042,47719.54,4.17,2025-11-02,ACEPTADA
CAMP-2025-11-DEPOSITO_PLAZO,10101054,25344.02,5.75,2025-11-29,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,2010000018,13276.82,6.44,2025-11-13,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,CE100039,39132.51,6.62,2025-11-29,ACEPTADA
CAMP-2025-11-DEPOSITO_PLAZO,10101011,90384.18,3.11,2025-11-09,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,10101055,64829.63,4.33,2025-11-06,ACEPTADA
CAMP-2025-11-DEPOSITO_PLAZO,10101046,27686.58,5.87,2025-11-13,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,10101010,31116.85,6.98,2025-11-14,ACEPTADA
CAMP-2025-11-DEPOSITO_PLAZO,10101040,67354.14,5.60,2025-11-24,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,10101014,90541.41,6.84,2025-11-19,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,2010000022,39783.57,3.44,2025-11-22,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,10101025,92361.34,6.03,2025-11-18,ACEPTADA
CAMP-2025-11-DEPOSITO_PLAZO,10101053,76848.16,4.77,2025-11-20,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,10101027,81720.98,6.55,2025-11-08,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,2010000037,71949.57,3.60,2025-11-15,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,10101019,50503.50,6.63,2025-11-13,ACEPTADA
CAMP-2025-11-DEPOSITO_PLAZO,10101037,38793.35,5.62,2025-11-29,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,10101018,6008.07,3.20,2025-11-22,ACEPTADA
CAMP-2025-11-DEPOSITO_PLAZO,2010000040,17265.07,4.59,2025-11-18,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,2010000023,65928.43,6.14,2025-11-02,ACEPTADA
CAMP-2025-11-DEPOSITO_PLAZO,10101031,31705.98,4.17,2025-11-19,ACEPTADA
CAMP-2025-11-DEPOSITO_PLAZO,10101034,63701.67,3.93,2025-11-25,ACEPTADA
CAMP-2025-11-DEPOSITO_PLAZO,10101051,61818.41,3.84,2025-11-20,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,CE100034,41152.26,5.34,2025-11-07,ACEPTADA
CAMP-2025-11-DEPOSITO_PLAZO,10101030,91395.65,3.84,2025-11-26,ACEPTADA
CAMP-2025-11-DEPOSITO_PLAZO,2010000012,67488.90,5.76,2025-11-10,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,10101035,84647.54,3.17,2025-11-20,ACEPTADA
CAMP-2025-11-DEPOSITO_PLAZO,2010000038,53675.27,3.24,2025-11-30,ACEPTADA
CAMP-2025-11-DEPOSITO_PLAZO,10101026,16834.98,6.30,2025-11-08,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,10101036,57348.50,3.14,2025-11-08,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,2010000029,82011.24,6.97,2025-11-12,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,10101017,25769.21,4.98,2025-11-15,ACTIVA
CAMP-2025-11-DEPOSITO_PLAZO,10101045,22034.45,6.43,2025-11-30,ACEPTADA
CAMP-2025-11-EXTRALINEA,10101017,5351.62,16.79,2025-11-14,ACEPTADA
CAMP-2025-11-EXTRALINEA,10101025,9362.75,15.53,2025-11-29,ACEPTADA
CAMP-2025-11-EXTRALINEA,2010000012,10046.34,16.80,2025-11-10,ACTIVA
CAMP-2025-11-EXTRALINEA,CE100031,21475.61,18.35,2025-11-25,ACTIVA
CAMP-2025-11-EXTRALINEA,10101010,22808.54,19.18,2025-11-07,ACEPTADA
CAMP-2025-11-EXTRALINEA,10101026,17517.98,15.56,2025-11-20,ACTIVA
CAMP-2025-11-EXTRALINEA,10101023,14291.59,18.13,2025-11-26,ACTIVA
CAMP-2025-11-EXTRALINEA,2010000022,10639.58,20.54,2025-11-14,ACTIVA
CAMP-2025-11-EXTRALINEA,10101027,14515.52,13.60,2025-11-29,ACEPTADA
CAMP-2025-11-EXTRALINEA,2010000023,18035.20,13.51,2025-11-25,ACEPTADA
CAMP-2025-11-EXTRALINEA,2010000040,9516.63,17.06,2025-11-19,ACTIVA
CAMP-2025-11-EXTRALINEA,10101016,17201.61,13.53,2025-11-16,ACTIVA
CAMP-2025-11-EXTRALINEA,10101056,15254.64,12.36,2025-11-13,ACEPTADA
CAMP-2025-11-EXTRALINEA,10101014,28757.10,12.79,2025-11-19,ACEPTADA
CAMP-2025-11-EXTRALINEA,CE100003,12176.30,21.97,2025-11-30,ACTIVA
CAMP-2025-11-EXTRALINEA,10101029,21291.99,18.85,2025-11-27,ACEPTADA
CAMP-2025-11-EXTRALINEA,2010000005,25365.60,20.40,2025-11-01,ACTIVA
CAMP-2025-11-EXTRALINEA,2010000047,25263.86,14.01,2025-11-01,ACEPTADA
CAMP-2025-11-EXTRALINEA,CE100048,9309.82,13.05,2025-11-20,ACTIVA
CAMP-2025-11-EXTRALINEA,10101038,13132.18,20.65,2025-11-29,ACEPTADA
CAMP-2025-11-EXTRALINEA,10101046,26481.19,14.16,2025-11-16,ACTIVA
CAMP-2025-11-EXTRALINEA,2010000038,11047.24,13.97,2025-11-15,ACEPTADA
CAMP-2025-11-EXTRALINEA,10101037,18957.26,21.03,2025-11-24,ACEPTADA
CAMP-2025-11-EXTRALINEA,10101055,26881.11,14.10,2025-11-08,ACEPTADA
CAMP-2025-11-EXTRALINEA,10101021,29041.44,14.22,2025-11-25,ACEPTADA
CAMP-2025-11-EXTRALINEA,10101020,10688.56,12.29,2025-11-22,ACEPTADA
CAMP-2025-11-EXTRALINEA,10101018,12065.79,12.43,2025-11-12,ACEPTADA
CAMP-2025-11-EXTRALINEA,10101035,9136.16,12.01,2025-11-26,ACTIVA
CAMP-2025-11-EXTRALINEA,10101040,11006.36,15.67,2025-11-05,ACEPTADA
CAMP-2025-11-EXTRALINEA,10101045,25141.88,14.62,2025-11-27,ACTIVA
CAMP-2025-11-EXTRALINEA,10101031,22076.51,18.87,2025-11-21,ACTIVA
CAMP-2025-11-EXTRALINEA,10101052,7302.59,13.78,2025-11-23,ACTIVA
CAMP-2025-11-EXTRALINEA,10101019,20586.78,13.49,2025-11-26,ACEPTADA
CAMP-2025-11-EXTRALINEA,2010000018,16454.02,15.14,2025-11-07,ACEPTADA
CAMP-2025-11-EXTRALINEA,CE100034,20170.13,15.61,2025-11-24,ACEPTADA
CAMP-2025-11-EXTRALINEA,10101053,5910.94,14.54,2025-11-08,ACEPTADA
CAMP-2025-11-EXTRALINEA,10101051,20933.96,21.48,2025-11-02,ACTIVA
CAMP-2025-11-EXTRALINEA,10101059,7313.43,17.07,2025-11-10,ACTIVA
CAMP-2025-11-EXTRALINEA,10101054,6335.33,21.22,2025-11-08,ACEPTADA
CAMP-2025-11-EXTRALINEA,10101011,24760.28,16.08,2025-11-24,ACEPTADA
CAMP-2025-11-EXTRALINEA,10101034,27181.93,14.85,2025-11-20,ACEPTADA
CAMP-2025-11-EXTRALINEA,10101012,12052.73,21.39,2025-11-04,ACEPTADA
CAMP-2025-11-CREDITO,2010000029,185514.72,12.85,2025-11-29,ACTIVA
CAMP-2025-11-CREDITO,2010000023,255561.90,12.74,2025-11-23,ACEPTADA
CAMP-2025-11-CREDITO,10101035,495231.22,12.66,2025-11-30,ACEPTADA
CAMP-2025-11-CREDITO,10101034,169492.58,8.99,2025-11-23,ACTIVA
CAMP-2025-11-CREDITO,10101025,320686.52,12.40,2025-11-22,ACTIVA
CAMP-2025-11-CREDITO,10101037,205638.26,13.29,2025-11-10,ACEPTADA
CAMP-2025-11-CREDITO,10101029,144261.24,9.17,2025-11-12,ACEPTADA
CAMP-2025-11-CREDITO,10101038,247587.62,9.62,2025-11-13,ACEPTADA
CAMP-2025-11-CREDITO,10101010,32868.18,10.24,2025-11-11,ACEPTADA
CAMP-2025-11-CREDITO,10101019,470613.25,8.73,2025-11-22,ACTIVA
CAMP-2025-11-CREDITO,10101053,249736.72,8.43,2025-11-24,ACEPTADA
CAMP-2025-11-CREDITO,10101020,161726.57,8.93,2025-11-09,ACTIVA
CAMP-2025-11-CREDITO,10101040,173779.56,7.54,2025-11-16,ACEPTADA
CAMP-2025-11-CREDITO,2010000018,249556.32,11.75,2025-11-05,ACEPTADA
CAMP-2025-11-CREDITO,10101046,342087.63,10.99,2025-11-11,ACTIVA
CAMP-2025-11-CREDITO,10101030,356250.36,8.14,2025-11-28,ACEPTADA
CAMP-2025-11-CREDITO,10101012,46859.99,7.83,2025-11-20,ACTIVA
CAMP-2025-11-CREDITO,10101024,392051.17,13.20,2025-11-06,ACTIVA
CAMP-2025-11-CREDITO,CE100048,261563.24,9.56,2025-11-23,ACEPTADA
CAMP-2025-11-CREDITO,10101014,186942.08,9.62,2025-11-14,ACEPTADA
CAMP-2025-11-CREDITO,10101026,468085.86,11.89,2025-11-05,ACTIVA
CAMP-2025-11-CREDITO,2010000040,114454.49,7.17,2025-11-29,ACTIVA
CAMP-2025-11-CREDITO,10101018,256717.95,9.80,2025-11-16,ACEPTADA
CAMP-2025-11-CREDITO,10101042,310708.43,9.73,2025-11-26,ACTIVA
CAMP-2025-11-CREDITO,10101027,427346.56,11.14,2025-11-02,ACEPTADA
CAMP-2025-11-CREDITO,10101017,486461.21,10.67,2025-11-15,ACTIVA
CAMP-2025-11-CREDITO,2010000012,55164.78,11.08,2025-11-04,ACEPTADA
CAMP-2025-11-CREDITO,10101023,293458.63,13.63,2025-11-06,ACEPTADA
CAMP-2025-11-CREDITO,10101036,434315.58,12.39,2025-11-06,ACEPTADA
CAMP-2025-11-CREDITO,10101011,33006.64,10.36,2025-11-30,ACTIVA
CAMP-2025-11-CREDITO,10101051,314592.36,8.80,2025-11-17,ACTIVA
CAMP-2025-11-CREDITO,CE100003,405588.30,10.84,2025-11-06,ACEPTADA
CAMP-2025-11-CREDITO,2010000005,162803.92,10.12,2025-11-28,ACTIVA
CAMP-2025-11-CREDITO,10101052,436951.53,8.78,2025-11-10,ACEPTADA
CAMP-2025-11-CREDITO,10101054,111760.21,13.39,2025-11-15,ACTIVA
CAMP-2025-11-CREDITO,2010000038,124833.15,8.04,2025-11-06,ACTIVA
CAMP-2025-11-CREDITO,10101043,470878.34,7.92,2025-11-21,ACTIVA
CAMP-2025-11-CREDITO,CE100031,200905.73,10.62,2025-11-27,ACTIVA
CAMP-2025-11-CREDITO,2010000047,479864.75,10.21,2025-11-10,ACEPTADA
CAMP-2025-11-CREDITO,10101031,120172.81,7.86,2025-11-21,ACEPTADA
CAMP-2025-11-CREDITO,10101055,134505.14,9.52,2025-11-04,ACTIVA
CAMP-2025-11-CREDITO,10101016,43970.22,8.13,2025-11-13,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,10101016,4475.38,21.43,2025-12-24,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,10101035,3257.27,30.68,2025-12-17,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,10101059,8229.49,23.82,2025-12-20,ACTIVA
CAMP-2025-12-TARJETA_CREDITO,CE100039,3903.89,32.90,2025-12-01,ACTIVA
CAMP-2025-12-TARJETA_CREDITO,10101010,4192.60,20.73,2025-12-05,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,10101017,3007.92,26.32,2025-12-25,ACTIVA
CAMP-2025-12-TARJETA_CREDITO,CE100048,9519.75,23.47,2025-12-02,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,10101018,12406.69,35.82,2025-12-06,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,10101026,11209.10,25.80,2025-12-08,ACTIVA
CAMP-2025-12-TARJETA_CREDITO,CE100034,4363.12,28.01,2025-12-19,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,10101025,13127.81,18.46,2025-12-08,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,10101011,13003.98,33.22,2025-12-18,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,10101012,11865.59,23.96,2025-12-31,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,2010000023,3515.76,22.17,2025-12-05,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,CE100003,6336.45,34.99,2025-12-06,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,10101024,5740.52,27.00,2025-12-09,ACTIVA
CAMP-2025-12-TARJETA_CREDITO,2010000018,12965.11,19.62,2025-12-31,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,10101027,5121.77,22.92,2025-12-30,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,2010000029,6908.56,20.15,2025-12-16,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,10101019,9583.30,28.08,2025-12-12,ACTIVA
CAMP-2025-12-TARJETA_CREDITO,10101038,11740.94,33.50,2025-12-22,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,2010000047,7159.64,33.07,2025-12-30,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,10101029,6201.21,33.75,2025-12-16,ACTIVA
CAMP-2025-12-TARJETA_CREDITO,10101052,14487.88,28.37,2025-12-14,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,10101030,14019.03,22.32,2025-12-29,ACTIVA
CAMP-2025-12-TARJETA_CREDITO,2010000037,3510.67,30.85,2025-12-27,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,10101021,8914.29,27.87,2025-12-02,ACTIVA
CAMP-2025-12-TARJETA_CREDITO,10101051,14872.33,35.13,2025-12-21,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,10101046,11499.02,18.48,2025-12-22,ACTIVA
CAMP-2025-12-TARJETA_CREDITO,2010000040,3026.03,27.36,2025-12-05,ACEPTADA
CAMP-2025-12-TARJETA_CREDITO,10101031,12321.00,21.81,2025-12-27,ACTIVA
CAMP-2025-12-TARJETA_CREDITO,10101055,11342.92,31.40,2025-12-17,ACTIVA
CAMP-2025-12-TARJETA_CREDITO,10101023,13082.66,25.32,2025-12-15,ACTIVA
CAMP-2025-12-TARJETA_CREDITO,10101040,9134.13,30.94,2025-12-21,ACTIVA
